dialogue_id,n_pred_boundaries,n_gold_boundaries,bor_dialogue
291,2,3,0.6666666666666666
292,3,2,1.5
294,2,1,2.0
295,2,2,1.0
296,2,1,2.0
297,3,4,0.75
298,2,2,1.0
299,1,2,0.5
300,2,2,1.0
301,3,1,3.0
302,3,2,1.5
303,2,3,0.6666666666666666
305,2,3,0.6666666666666666
306,2,1,2.0
307,3,2,1.5
310,3,2,1.5
312,2,2,1.0
313,2,1,2.0
315,3,3,1.0
316,2,2,1.0
317,2,2,1.0
319,3,3,1.0
320,4,2,2.0
321,2,3,0.6666666666666666
323,3,1,3.0
324,2,2,1.0
325,2,1,2.0
326,2,2,1.0
327,3,2,1.5
328,3,3,1.0
329,3,4,0.75
330,2,1,2.0
332,3,1,3.0
333,2,2,1.0
334,3,2,1.5
335,3,3,1.0
336,3,1,3.0
337,2,1,2.0
338,3,1,3.0
339,3,1,3.0
341,2,2,1.0
343,2,2,1.0
344,2,2,1.0
345,1,3,0.3333333333333333
346,2,2,1.0
349,2,1,2.0
350,3,2,1.5
351,2,1,2.0
352,2,2,1.0
353,2,1,2.0
354,3,1,3.0
356,2,1,2.0
357,3,3,1.0
358,2,2,1.0
359,3,3,1.0
360,2,2,1.0
361,2,2,1.0
362,2,3,0.6666666666666666
363,2,1,2.0
364,3,2,1.5
367,2,2,1.0
368,3,4,0.75
369,2,3,0.6666666666666666
371,2,3,0.6666666666666666
372,2,3,0.6666666666666666
373,3,6,0.5
374,2,4,0.5
375,3,4,0.75
376,3,2,1.5
377,2,5,0.4
378,2,1,2.0
379,2,3,0.6666666666666666
380,2,1,2.0
381,2,3,0.6666666666666666
382,3,3,1.0
383,2,4,0.5
384,2,2,1.0
385,3,1,3.0
386,2,3,0.6666666666666666
387,3,2,1.5
388,3,2,1.5
389,3,5,0.6
390,2,3,0.6666666666666666
391,3,4,0.75
392,2,3,0.6666666666666666
393,3,3,1.0
394,2,2,1.0
396,3,2,1.5
397,3,1,3.0
398,3,5,0.6
399,2,2,1.0
400,2,4,0.5
401,3,4,0.75
402,3,3,1.0
403,1,2,0.5
404,2,1,2.0
406,2,1,2.0
408,2,3,0.6666666666666666
409,2,2,1.0
410,2,1,2.0
411,3,2,1.5
412,3,3,1.0
413,2,2,1.0
414,2,2,1.0
415,3,4,0.75
416,3,3,1.0
417,1,1,1.0
418,3,2,1.5
419,3,3,1.0
420,2,2,1.0
421,3,3,1.0
422,3,1,3.0
423,2,2,1.0
424,2,4,0.5
425,2,4,0.5
426,2,3,0.6666666666666666
427,3,4,0.75
428,2,2,1.0
429,2,3,0.6666666666666666
430,2,3,0.6666666666666666
431,2,2,1.0
432,2,3,0.6666666666666666
433,2,2,1.0
434,2,3,0.6666666666666666
435,2,2,1.0
436,2,3,0.6666666666666666
437,3,5,0.6
438,2,4,0.5
439,3,3,1.0
440,2,2,1.0
441,2,1,2.0
442,2,4,0.5
443,3,4,0.75
444,1,1,1.0
445,2,1,2.0
446,2,3,0.6666666666666666
447,2,1,2.0
448,3,3,1.0
449,2,3,0.6666666666666666
450,2,3,0.6666666666666666
451,1,3,0.3333333333333333
452,3,2,1.5
453,2,3,0.6666666666666666
454,3,4,0.75
455,3,3,1.0
456,2,2,1.0
457,2,3,0.6666666666666666
458,2,3,0.6666666666666666
459,2,2,1.0
460,2,3,0.6666666666666666
461,2,4,0.5
462,2,2,1.0
463,3,2,1.5
464,2,5,0.4
465,2,1,2.0
466,2,3,0.6666666666666666
467,3,4,0.75
468,3,2,1.5
469,2,2,1.0
470,2,1,2.0
471,2,4,0.5
472,2,2,1.0
473,2,1,2.0
474,2,3,0.6666666666666666
475,1,3,0.3333333333333333
476,2,1,2.0
477,3,1,3.0
479,2,1,2.0
480,2,1,2.0
481,2,3,0.6666666666666666
482,2,2,1.0
483,2,3,0.6666666666666666
484,2,1,2.0
485,2,4,0.5
486,3,5,0.6
487,3,2,1.5
488,2,4,0.5
489,2,4,0.5
490,2,3,0.6666666666666666
491,3,4,0.75
492,2,4,0.5
493,2,3,0.6666666666666666
494,2,4,0.5
495,2,4,0.5
496,2,4,0.5
497,3,4,0.75
498,2,4,0.5
499,2,3,0.6666666666666666
500,3,3,1.0
501,3,3,1.0
502,2,3,0.6666666666666666
503,2,2,1.0
504,2,3,0.6666666666666666
505,3,4,0.75
507,2,1,2.0
508,3,3,1.0
509,1,3,0.3333333333333333
510,2,2,1.0
511,2,3,0.6666666666666666
512,3,1,3.0
513,2,3,0.6666666666666666
515,1,1,1.0
516,3,4,0.75
517,2,4,0.5
518,2,3,0.6666666666666666
519,3,3,1.0
520,2,3,0.6666666666666666
521,2,4,0.5
522,2,3,0.6666666666666666
523,2,4,0.5
524,2,4,0.5
525,2,4,0.5
526,2,3,0.6666666666666666
527,2,4,0.5
528,2,4,0.5
529,2,4,0.5
530,3,4,0.75
531,2,3,0.6666666666666666
532,2,2,1.0
533,2,3,0.6666666666666666
534,3,1,3.0
535,3,3,1.0
537,2,2,1.0
539,2,1,2.0
540,2,2,1.0
543,1,1,1.0
544,2,1,2.0
545,2,2,1.0
548,1,1,1.0
549,2,3,0.6666666666666666
550,2,3,0.6666666666666666
551,2,3,0.6666666666666666
552,2,1,2.0
553,2,3,0.6666666666666666
554,2,2,1.0
555,3,3,1.0
556,2,1,2.0
557,1,3,0.3333333333333333
558,2,2,1.0
559,2,2,1.0
560,2,1,2.0
561,2,1,2.0
562,1,2,0.5
563,2,4,0.5
574,2,2,1.0
575,2,1,2.0
576,2,4,0.5
577,1,1,1.0
579,3,1,3.0
580,2,1,2.0
581,2,2,1.0
582,2,3,0.6666666666666666
583,2,2,1.0
584,2,4,0.5
585,2,1,2.0
586,2,3,0.6666666666666666
587,2,1,2.0
590,2,1,2.0
591,2,1,2.0
592,3,3,1.0
594,2,1,2.0
595,2,3,0.6666666666666666
598,2,4,0.5
599,2,2,1.0
600,2,2,1.0
601,1,1,1.0
602,3,2,1.5
606,2,2,1.0
607,2,2,1.0
608,2,2,1.0
609,2,2,1.0
610,2,3,0.6666666666666666
611,2,2,1.0
612,2,1,2.0
613,1,1,1.0
614,1,3,0.3333333333333333
615,2,3,0.6666666666666666
616,2,2,1.0
617,1,1,1.0
618,1,2,0.5
622,1,1,1.0
625,2,2,1.0
628,2,1,2.0
630,2,2,1.0
631,2,1,2.0
632,2,2,1.0
633,2,1,2.0
634,2,1,2.0
635,2,2,1.0
636,2,2,1.0
637,3,4,0.75
638,2,1,2.0
639,2,3,0.6666666666666666
640,3,1,3.0
641,2,2,1.0
643,2,1,2.0
644,2,2,1.0
645,2,1,2.0
646,1,1,1.0
648,2,2,1.0
649,2,1,2.0
650,2,3,0.6666666666666666
651,2,2,1.0
652,2,2,1.0
653,2,1,2.0
654,2,2,1.0
655,3,2,1.5
656,1,2,0.5
657,2,1,2.0
658,2,3,0.6666666666666666
659,2,3,0.6666666666666666
660,2,3,0.6666666666666666
661,2,3,0.6666666666666666
662,2,1,2.0
665,2,1,2.0
666,3,2,1.5
667,3,1,3.0
669,2,1,2.0
670,1,1,1.0
673,2,1,2.0
674,3,2,1.5
675,2,2,1.0
677,2,2,1.0
678,2,3,0.6666666666666666
679,3,1,3.0
681,3,4,0.75
683,2,2,1.0
684,2,3,0.6666666666666666
685,3,2,1.5
686,2,4,0.5
687,2,2,1.0
688,2,4,0.5
689,3,1,3.0
690,1,1,1.0
691,2,4,0.5
692,2,4,0.5
693,3,6,0.5
694,2,4,0.5
695,3,2,1.5
696,3,3,1.0
697,1,2,0.5
698,2,1,2.0
699,2,1,2.0
700,2,3,0.6666666666666666
701,3,4,0.75
702,3,2,1.5
703,2,2,1.0
704,2,3,0.6666666666666666
705,3,5,0.6
706,2,2,1.0
707,3,2,1.5
708,2,1,2.0
709,2,3,0.6666666666666666
710,2,1,2.0
711,4,2,2.0
712,2,1,2.0
713,1,1,1.0
714,2,2,1.0
715,2,2,1.0
716,3,4,0.75
717,2,2,1.0
718,3,1,3.0
720,2,4,0.5
721,2,2,1.0
722,3,4,0.75
723,2,2,1.0
724,2,2,1.0
725,2,4,0.5
726,2,1,2.0
727,2,2,1.0
728,2,3,0.6666666666666666
729,2,1,2.0
730,1,2,0.5
731,2,2,1.0
732,2,4,0.5
733,1,2,0.5
734,2,1,2.0
735,3,2,1.5
736,3,3,1.0
737,2,2,1.0
738,2,2,1.0
739,3,1,3.0
740,3,2,1.5
741,2,2,1.0
742,2,2,1.0
743,2,3,0.6666666666666666
744,1,1,1.0
745,2,2,1.0
746,4,7,0.5714285714285714
747,2,2,1.0
748,2,2,1.0
750,2,2,1.0
751,2,2,1.0
752,2,2,1.0
753,2,3,0.6666666666666666
754,3,1,3.0
755,2,3,0.6666666666666666
756,3,2,1.5
757,3,3,1.0
758,2,2,1.0
759,2,2,1.0
760,2,2,1.0
761,2,2,1.0
762,2,2,1.0
763,3,2,1.5
766,1,1,1.0
767,2,1,2.0
768,2,1,2.0
769,3,3,1.0
770,2,4,0.5
771,3,4,0.75
773,2,1,2.0
774,2,2,1.0
775,2,3,0.6666666666666666
776,3,4,0.75
777,3,3,1.0
778,2,3,0.6666666666666666
779,2,3,0.6666666666666666
780,2,3,0.6666666666666666
781,2,2,1.0
782,2,2,1.0
783,2,2,1.0
784,1,3,0.3333333333333333
785,2,1,2.0
786,3,3,1.0
787,2,2,1.0
788,3,3,1.0
789,2,1,2.0
790,2,2,1.0
791,2,2,1.0
793,2,2,1.0
794,3,3,1.0
795,3,3,1.0
796,2,4,0.5
797,3,4,0.75
798,3,1,3.0
801,1,1,1.0
802,2,1,2.0
804,2,1,2.0
806,2,1,2.0
807,2,1,2.0
808,2,4,0.5
809,2,3,0.6666666666666666
810,2,2,1.0
811,2,1,2.0
812,2,1,2.0
813,1,2,0.5
814,2,3,0.6666666666666666
815,3,3,1.0
816,2,4,0.5
817,2,3,0.6666666666666666
818,1,3,0.3333333333333333
819,1,1,1.0
820,2,2,1.0
821,1,3,0.3333333333333333
822,2,3,0.6666666666666666
823,2,3,0.6666666666666666
824,2,3,0.6666666666666666
825,2,4,0.5
826,2,3,0.6666666666666666
829,2,3,0.6666666666666666
830,3,2,1.5
831,3,5,0.6
832,3,3,1.0
833,2,3,0.6666666666666666
834,1,4,0.25
836,2,2,1.0
837,2,4,0.5
839,2,4,0.5
840,2,4,0.5
841,2,2,1.0
842,2,5,0.4
843,3,3,1.0
844,3,4,0.75
845,3,6,0.5
846,2,1,2.0
847,2,3,0.6666666666666666
848,2,2,1.0
849,3,4,0.75
850,3,6,0.5
851,2,2,1.0
852,2,5,0.4
853,2,2,1.0
854,2,4,0.5
855,3,4,0.75
856,2,3,0.6666666666666666
857,3,6,0.5
858,2,2,1.0
859,3,6,0.5
860,3,5,0.6
861,2,1,2.0
862,2,4,0.5
863,3,2,1.5
864,4,4,1.0
865,3,3,1.0
866,2,2,1.0
867,2,4,0.5
868,2,3,0.6666666666666666
869,2,4,0.5
870,2,4,0.5
871,2,4,0.5
872,1,1,1.0
873,1,4,0.25
874,3,3,1.0
875,2,3,0.6666666666666666
876,3,4,0.75
877,3,1,3.0
878,3,3,1.0
879,2,3,0.6666666666666666
880,4,5,0.8
881,2,5,0.4
882,3,3,1.0
883,3,2,1.5
884,2,2,1.0
885,2,2,1.0
886,2,3,0.6666666666666666
887,2,5,0.4
888,3,5,0.6
889,3,5,0.6
890,2,3,0.6666666666666666
891,2,2,1.0
892,2,1,2.0
893,3,4,0.75
894,3,5,0.6
895,3,3,1.0
896,2,3,0.6666666666666666
897,2,4,0.5
898,2,2,1.0
899,2,4,0.5
900,2,5,0.4
901,3,3,1.0
902,2,1,2.0
903,1,1,1.0
904,2,3,0.6666666666666666
905,2,2,1.0
906,3,1,3.0
907,2,3,0.6666666666666666
908,2,3,0.6666666666666666
909,3,2,1.5
911,2,1,2.0
912,2,3,0.6666666666666666
913,4,3,1.3333333333333333
914,3,2,1.5
915,3,7,0.42857142857142855
917,2,2,1.0
918,2,1,2.0
920,4,1,4.0
921,3,1,3.0
922,3,4,0.75
923,3,3,1.0
924,3,2,1.5
925,1,3,0.3333333333333333
926,3,2,1.5
927,3,4,0.75
928,3,2,1.5
929,3,3,1.0
930,2,2,1.0
931,2,3,0.6666666666666666
932,3,4,0.75
933,3,3,1.0
934,3,2,1.5
935,2,1,2.0
936,2,3,0.6666666666666666
937,3,6,0.5
938,4,3,1.3333333333333333
941,3,3,1.0
942,2,3,0.6666666666666666
943,3,1,3.0
945,2,1,2.0
946,2,2,1.0
947,2,3,0.6666666666666666
948,2,3,0.6666666666666666
949,1,3,0.3333333333333333
950,2,3,0.6666666666666666
951,3,2,1.5
952,2,1,2.0
953,3,1,3.0
954,2,1,2.0
955,3,3,1.0
956,3,3,1.0
957,3,3,1.0
958,2,1,2.0
959,3,3,1.0
960,2,1,2.0
961,2,1,2.0
962,2,3,0.6666666666666666
963,3,3,1.0
964,2,4,0.5
965,3,2,1.5
966,3,3,1.0
967,2,1,2.0
968,3,3,1.0
969,2,2,1.0
970,2,1,2.0
971,2,2,1.0
972,3,2,1.5
973,2,2,1.0
974,2,2,1.0
975,3,2,1.5
976,3,5,0.6
977,3,3,1.0
978,3,1,3.0
979,3,2,1.5
980,3,3,1.0
981,4,3,1.3333333333333333
982,2,4,0.5
983,2,4,0.5
984,1,2,0.5
985,2,2,1.0
986,3,2,1.5
987,2,3,0.6666666666666666
988,2,3,0.6666666666666666
989,2,1,2.0
990,2,1,2.0
991,1,3,0.3333333333333333
992,2,1,2.0
993,3,3,1.0
994,2,1,2.0
995,3,1,3.0
996,2,1,2.0
997,2,3,0.6666666666666666
998,2,2,1.0
999,2,1,2.0
1000,2,1,2.0
1001,2,1,2.0
1002,2,2,1.0
1003,2,2,1.0
1004,2,1,2.0
1005,2,2,1.0
1006,2,2,1.0
1007,2,2,1.0
1008,2,1,2.0
1009,2,2,1.0
1010,2,1,2.0
1011,2,2,1.0
1012,2,1,2.0
1013,2,1,2.0
1015,3,1,3.0
1016,2,1,2.0
1017,2,1,2.0
1018,3,4,0.75
1020,4,5,0.8
1021,2,2,1.0
1022,2,3,0.6666666666666666
1023,2,3,0.6666666666666666
1025,2,2,1.0
1026,2,4,0.5
1027,2,3,0.6666666666666666
1028,2,1,2.0
1029,2,1,2.0
1030,2,3,0.6666666666666666
1032,3,2,1.5
1033,2,3,0.6666666666666666
1034,3,7,0.42857142857142855
1035,2,5,0.4
1036,3,4,0.75
1037,3,2,1.5
1038,2,2,1.0
1039,2,2,1.0
1040,2,3,0.6666666666666666
1041,3,3,1.0
1042,3,3,1.0
1043,2,3,0.6666666666666666
1044,2,3,0.6666666666666666
1045,3,2,1.5
1046,2,2,1.0
1047,1,3,0.3333333333333333
1048,3,2,1.5
1049,3,5,0.6
1050,3,4,0.75
1051,2,3,0.6666666666666666
1052,3,4,0.75
1053,2,3,0.6666666666666666
1054,3,4,0.75
1055,3,3,1.0
1056,2,1,2.0
1057,3,2,1.5
1058,3,1,3.0
1059,3,6,0.5
1060,2,1,2.0
1061,2,4,0.5
1062,3,1,3.0
1063,3,2,1.5
1064,2,3,0.6666666666666666
1065,2,2,1.0
1066,2,1,2.0
1067,2,3,0.6666666666666666
1068,2,2,1.0
1069,2,4,0.5
1070,3,4,0.75
1071,3,4,0.75
1072,2,3,0.6666666666666666
1073,2,2,1.0
1074,3,3,1.0
1075,2,3,0.6666666666666666
1076,3,4,0.75
1077,2,3,0.6666666666666666
1078,1,1,1.0
1079,3,2,1.5
1080,2,1,2.0
1081,2,2,1.0
1082,3,3,1.0
1083,2,3,0.6666666666666666
1084,2,2,1.0
1085,3,5,0.6
1086,2,3,0.6666666666666666
1087,1,3,0.3333333333333333
1088,2,3,0.6666666666666666
1089,2,4,0.5
1090,2,3,0.6666666666666666
1091,2,3,0.6666666666666666
1092,1,4,0.25
1093,2,5,0.4
1094,2,3,0.6666666666666666
1095,2,2,1.0
1096,2,2,1.0
1097,2,3,0.6666666666666666
1098,3,5,0.6
1099,2,4,0.5
1100,3,4,0.75
1101,2,3,0.6666666666666666
1102,2,4,0.5
1103,2,4,0.5
1104,3,4,0.75
1105,2,3,0.6666666666666666
1106,3,4,0.75
1107,3,4,0.75
1108,3,4,0.75
1109,3,4,0.75
1110,2,2,1.0
1111,2,2,1.0
1112,2,4,0.5
1113,3,4,0.75
1114,2,3,0.6666666666666666
1115,3,4,0.75
1116,3,3,1.0
1117,2,3,0.6666666666666666
1118,2,3,0.6666666666666666
1119,2,3,0.6666666666666666
1120,2,2,1.0
1121,2,4,0.5
1122,2,3,0.6666666666666666
1123,2,2,1.0
1124,3,2,1.5
1125,2,5,0.4
1126,2,1,2.0
1127,2,4,0.5
1128,3,4,0.75
1129,3,4,0.75
1130,2,1,2.0
1131,3,2,1.5
1132,3,3,1.0
1133,2,2,1.0
1134,3,3,1.0
1135,2,5,0.4
1136,2,2,1.0
1137,2,1,2.0
1138,3,2,1.5
1140,2,1,2.0
1141,2,1,2.0
1142,2,3,0.6666666666666666
1143,2,3,0.6666666666666666
1144,2,3,0.6666666666666666
1145,3,2,1.5
1146,2,4,0.5
1147,2,4,0.5
1148,2,4,0.5
1149,2,4,0.5
1150,2,5,0.4
1151,2,2,1.0
1152,3,1,3.0
1153,2,2,1.0
1154,3,4,0.75
1155,2,2,1.0
1156,2,1,2.0
1157,2,4,0.5
1158,2,1,2.0
1159,2,5,0.4
1160,2,3,0.6666666666666666
1161,3,3,1.0
1162,2,4,0.5
1163,1,1,1.0
1164,3,4,0.75
1165,2,4,0.5
1166,3,4,0.75
1168,2,1,2.0
1169,3,4,0.75
1170,2,3,0.6666666666666666
1171,2,3,0.6666666666666666
1172,3,5,0.6
1173,4,3,1.3333333333333333
1174,2,2,1.0
1175,4,4,1.0
1176,2,2,1.0
1177,2,3,0.6666666666666666
1178,3,3,1.0
1179,2,3,0.6666666666666666
1180,3,3,1.0
1181,2,3,0.6666666666666666
1182,2,4,0.5
1183,2,3,0.6666666666666666
1184,2,5,0.4
1185,2,4,0.5
1186,2,4,0.5
1187,3,4,0.75
1188,2,1,2.0
1189,3,3,1.0
1190,2,2,1.0
1191,3,3,1.0
1192,2,4,0.5
1193,2,2,1.0
1194,2,3,0.6666666666666666
1195,1,1,1.0
1196,2,1,2.0
1197,1,1,1.0
1198,3,3,1.0
1200,2,3,0.6666666666666666
1201,2,3,0.6666666666666666
1202,2,2,1.0
1204,1,3,0.3333333333333333
1205,2,1,2.0
1206,2,2,1.0
1207,2,4,0.5
1209,1,3,0.3333333333333333
1210,1,3,0.3333333333333333
1211,2,5,0.4
1212,2,2,1.0
1213,2,1,2.0
1214,2,1,2.0
1215,3,5,0.6
1216,2,2,1.0
1217,3,3,1.0
1218,2,4,0.5
1219,2,1,2.0
1220,2,2,1.0
1223,2,4,0.5
1224,2,4,0.5
1225,2,1,2.0
1226,2,2,1.0
1229,1,3,0.3333333333333333
1231,2,2,1.0
1235,2,3,0.6666666666666666
1236,2,2,1.0
1237,2,4,0.5
1238,2,2,1.0
1239,3,4,0.75
1240,3,2,1.5
1241,1,2,0.5
1242,3,4,0.75
1243,2,3,0.6666666666666666
1244,3,3,1.0
1245,2,4,0.5
1246,3,2,1.5
1247,2,3,0.6666666666666666
1248,2,1,2.0
1251,2,1,2.0
1252,2,1,2.0
1253,3,3,1.0
1255,2,3,0.6666666666666666
1256,2,3,0.6666666666666666
1258,2,3,0.6666666666666666
1259,2,3,0.6666666666666666
1260,2,3,0.6666666666666666
1261,2,1,2.0
1262,2,3,0.6666666666666666
1263,2,2,1.0
1264,3,4,0.75
1265,2,1,2.0
1266,2,1,2.0
1267,2,2,1.0
1268,3,2,1.5
1269,3,4,0.75
1270,2,2,1.0
1271,2,5,0.4
1272,1,1,1.0
1273,3,4,0.75
1274,3,3,1.0
1275,3,4,0.75
1276,3,2,1.5
1277,2,2,1.0
1278,1,2,0.5
1279,2,2,1.0
1280,2,2,1.0
1281,3,1,3.0
1282,3,2,1.5
1283,1,3,0.3333333333333333
1284,2,1,2.0
1285,2,1,2.0
1286,3,2,1.5
1287,2,2,1.0
1288,1,2,0.5
1289,2,3,0.6666666666666666
1290,2,2,1.0
1291,2,2,1.0
1292,2,2,1.0
1293,2,2,1.0
1294,2,1,2.0
1295,2,1,2.0
1296,2,3,0.6666666666666666
1297,2,3,0.6666666666666666
1298,3,2,1.5
1299,2,1,2.0
1300,2,4,0.5
1301,2,1,2.0
1302,2,1,2.0
1303,2,2,1.0
1304,2,2,1.0
1305,3,1,3.0
1306,2,2,1.0
1307,2,2,1.0
1308,1,1,1.0
1309,2,3,0.6666666666666666
1310,2,2,1.0
1311,2,4,0.5
1312,2,4,0.5
1313,4,1,4.0
1314,2,1,2.0
1315,2,2,1.0
1316,3,3,1.0
1317,1,2,0.5
1320,2,3,0.6666666666666666
1321,1,2,0.5
